Respondent,FormalEducation,EducationAfterEighthGrade,UndergradMajor,CompanySize,YearsCoding,JobSatisfaction,JobSatisfactionNum,LanguageWorkedWith,DatabaseWorkedWith,FrameworkWorkedWith,IDE,NumberMonitors,Methodology,EthicsChoice,StackOverflowVisit,StackOverflowVisit,WakeTime,HoursComputer,SkipMealsWeek,ExerciseWeek,Gender,RaceEthnicity,Age, Salary 
25989,"Bachelorâ€™s degree (BA, BS, B.Eng., etc.)",8,"Computer science, computer engineering, or software engineering",4547,3,Slightly satisfied,3,Java;JavaScript;Python;Ruby;HTML;CSS;Bash/Shell,Redis;SQL Server;MySQL;PostgreSQL;SQLite,NA,Android Studio;Atom;Eclipse;Notepad++;PyCharm;Vim,2,Agile,No,Multiple times per day,359,7,6,0,2,Male,Hispanic or Latino/Latina,27," 60,000 "
27561,"Masterâ€™s degree (MA, MS, M.Eng., MBA, etc.)",10,"A social science (ex. anthropology, psychology, political science)",3715,3,Slightly satisfied,3,Python;R;Scala;SQL;Bash/Shell,SQL Server;PostgreSQL;Apache Hive;Google BigQuery,Spark,IPython / Jupyter,2,NA,Depends on what it is,Multiple times per day,437,7,6,2,7,Female,White or of European descent,31," 70,000 "
98216,"Bachelorâ€™s degree (BA, BS, B.Eng., etc.)",8,Web development or web design,11219,6,Slightly satisfied,3,JavaScript;PHP;Python;SQL;HTML;CSS;Bash/Shell,MySQL;Oracle,Angular;Node.js,Sublime Text,2,Agile,Depends on what it is,Multiple times per day,400,7,6,0,4,Male,White or of European descent,34," 95,000 "
50097,"Bachelorâ€™s degree (BA, BS, B.Eng., etc.)",8,"Computer science, computer engineering, or software engineering",478,6,Slightly satisfied,3,Java;JavaScript;HTML;CSS;Bash/Shell,SQL Server,Angular;Spring,IntelliJ;Vim;Visual Studio Code,2,Agile;Kanban;Pair programming;Scrum,No,Multiple times per day,494,7,6,4,3,Male,White or of European descent,27," 103,000 "
32093,"Bachelorâ€™s degree (BA, BS, B.Eng., etc.)",8,"Another engineering discipline (ex. civil, electrical, mechanical)",77,6,Slightly satisfied,3,C#;Java;SQL;Bash/Shell,SQL Server;MySQL,Angular;.NET Core;Spring,IntelliJ;Notepad++,2,NA,No,Multiple times per day,314,7,6,0,0,Female,White or of European descent,34," 115,000 "
32035,"Bachelorâ€™s degree (BA, BS, B.Eng., etc.)",8,NA,8356,6,Slightly satisfied,3,C#;Java;JavaScript;SQL;HTML;CSS;Bash/Shell,SQL Server,.NET Core,Eclipse;IntelliJ;Notepad++;Visual Studio,2,Agile;Kanban;Scrum,No,Multiple times per day,305,7,6,0,3,Male,White or of European descent,19," 48,000 "
88943,"Bachelorâ€™s degree (BA, BS, B.Eng., etc.)",8,"Computer science, computer engineering, or software engineering",3969,9,Slightly satisfied,3,Java;JavaScript;Python;Ruby;SQL;HTML;CSS,MySQL,Angular;Node.js,IntelliJ;Visual Studio Code,2,Agile;Scrum,No,Multiple times per day,454,7,6,0,1,Male,White or of European descent,26," 60,000 "
47146,"Bachelorâ€™s degree (BA, BS, B.Eng., etc.)",8,"Computer science, computer engineering, or software engineering",408,9,Slightly satisfied,3,C#;JavaScript;Python;SQL;TypeScript;HTML;CSS,"SQL Server;PostgreSQL;Amazon RDS/Aurora;Microsoft Azure (Tables, CosmosDB, SQL, etc)",Angular;Node.js,IntelliJ;PyCharm;Sublime Text;Visual Studio;Visual Studio Code,2,Agile,No,Multiple times per day,309,7,6,7,0,Male,White or of European descent,21," 40,000 "
49613,"Bachelorâ€™s degree (BA, BS, B.Eng., etc.)",8,"Computer science, computer engineering, or software engineering",62,9,Slightly satisfied,3,C++;C#;JavaScript;Python;R;SQL;VBA;HTML;CSS,SQL Server,NA,Notepad++;Visual Studio,2,NA,No,Multiple times per day,428,7,6,0,2,Female,White or of European descent,32," 67,600 "
31573,"Masterâ€™s degree (MA, MS, M.Eng., MBA, etc.)",10,"Computer science, computer engineering, or software engineering",15036,1,Extremely satisfied,5,Java;JavaScript;SQL;HTML;CSS;Bash/Shell,Oracle,Angular;Spring,IntelliJ;Notepad++;Vim,3,Agile;Scrum,Depends on what it is,Multiple times per day,403,7,6,0,7,Male,White or of European descent,18," 79,000 "
2545,"Bachelorâ€™s degree (BA, BS, B.Eng., etc.)",8,"Information systems, information technology, or system administration",2071,12,Extremely satisfied,5,C#;JavaScript;HTML;CSS,"SQL Server;Microsoft Azure (Tables, CosmosDB, SQL, etc)",NA,Visual Studio;Visual Studio Code,3,Kanban,No,Multiple times per day,426,7,6,2,2,Male,East Asian,31," 115,000 "
32568,"Bachelorâ€™s degree (BA, BS, B.Eng., etc.)",8,"Computer science, computer engineering, or software engineering",19,12,Extremely satisfied,5,C#;JavaScript;SQL;VB.NET;HTML;CSS,"Redis;SQL Server;Microsoft Azure (Tables, CosmosDB, SQL, etc)",.NET Core,Notepad++;Visual Studio,3,Agile;Scrum,No,Multiple times per day,463,7,6,4,7,Male,White or of European descent,33," 150,000 "
36045,"Bachelorâ€™s degree (BA, BS, B.Eng., etc.)",8,"Information systems, information technology, or system administration",18,12,Extremely satisfied,5,C#;JavaScript;SQL;HTML;CSS,"SQL Server;Microsoft Azure (Tables, CosmosDB, SQL, etc)",NA,Notepad++;Visual Studio,3,Agile;Kanban;Scrum,No,Multiple times per day,331,7,6,2,0,Male,White or of European descent,22," 60,000 "
88114,"Masterâ€™s degree (MA, MS, M.Eng., MBA, etc.)",10,"Computer science, computer engineering, or software engineering",20,15,Extremely satisfied,5,Python;HTML;CSS;Bash/Shell,SQL Server;PostgreSQL;SQLite,Django,Atom;IPython / Jupyter;Vim,3,Agile,No,Multiple times per day,398,7,6,7,7,Male,White or of European descent,31," 60,000 "
5045,"Bachelorâ€™s degree (BA, BS, B.Eng., etc.)",8,"Another engineering discipline (ex. civil, electrical, mechanical)",758,15,Extremely satisfied,5,Ruby;SQL;HTML;CSS,SQL Server;PostgreSQL;SQLite;Oracle,NA,IntelliJ;RubyMine;Vim,3,Agile;Extreme programming (XP);Kanban;Pair programming;Scrum,No,Multiple times per day,328,7,6,2,4,Male,White or of European descent,24," 76,000 "
69542,"Masterâ€™s degree (MA, MS, M.Eng., MBA, etc.)",10,"Another engineering discipline (ex. civil, electrical, mechanical)",3165,18,Extremely satisfied,5,Java;JavaScript;Objective-C;Python;Swift;TypeScript;Kotlin;HTML;CSS;Bash/Shell,Cassandra;MySQL;SQLite,Node.js;Xamarin;Spring,Android Studio;IntelliJ;Sublime Text;Xcode,3,Agile;Scrum,No,Multiple times per day,461,7,6,0,0,Male,White or of European descent,34," 80,000 "
43854,"Masterâ€™s degree (MA, MS, M.Eng., MBA, etc.)",10,"Computer science, computer engineering, or software engineering",13,18,Extremely satisfied,5,C#;Java;JavaScript;PHP;TypeScript;HTML;CSS,"Redis;SQL Server;MySQL;PostgreSQL;SQLite;Microsoft Azure (Tables, CosmosDB, SQL, etc)",.NET Core;Node.js,Android Studio;Notepad++;Visual Studio;Visual Studio Code,3,Scrum,Depends on what it is,Multiple times per day,405,7,6,0,2,Female;Transgender,White or of European descent,27," 82,000 "
46419,"Masterâ€™s degree (MA, MS, M.Eng., MBA, etc.)",10,"Computer science, computer engineering, or software engineering",86,18,Extremely satisfied,5,C#;Java;JavaScript;Objective-C;Ruby;SQL;HTML;CSS;Bash/Shell,MongoDB;SQL Server;SQLite,Node.js;React;Xamarin,Android Studio;Visual Studio;Visual Studio Code;Xcode,3,Agile;Kanban;Scrum,Depends on what it is,Multiple times per day,358,7,6,7,1,Male,White or of European descent,32," 175,000 "
50944,"Bachelorâ€™s degree (BA, BS, B.Eng., etc.)",8,"Computer science, computer engineering, or software engineering",3321,3,Extremely satisfied,5,Java;JavaScript;HTML;CSS;Bash/Shell,NA,Node.js;React,Sublime Text,3,Agile,Depends on what it is,Multiple times per day,487,7,6,0,3,Male,White or of European descent,23," 52,000 "
46528,"Bachelorâ€™s degree (BA, BS, B.Eng., etc.)",8,Mathematics or statistics,13068,3,Extremely satisfied,5,C++;Java;Python;R;Scala;SQL;HTML;Bash/Shell,Cassandra;MongoDB;Redis;SQL Server;MySQL;PostgreSQL;SQLite;Oracle;Apache HBase;Apache Hive;Google BigQuery;Elasticsearch,Django;Spark;TensorFlow;Torch/PyTorch,IPython / Jupyter;Notepad++;RStudio,3,Agile;Kanban;Pair programming;Scrum,No,Multiple times per day,441,7,6,0,4,Male,White or of European descent,29," 95,000 "
74124,"Bachelorâ€™s degree (BA, BS, B.Eng., etc.)",8,"Information systems, information technology, or system administration",362,3,Extremely satisfied,5,JavaScript;PHP;Python;SQL;HTML;CSS;Bash/Shell,MariaDB,NA,PHPStorm;Sublime Text,3,Agile;Scrum,No,Multiple times per day,349,7,6,0,0,Male,NA,32," 67,000 "
80142,"Bachelorâ€™s degree (BA, BS, B.Eng., etc.)",8,"A natural science (ex. biology, chemistry, physics)",381,3,Extremely satisfied,5,C#;JavaScript;Python;SQL;TypeScript;HTML;CSS;Bash/Shell,"MongoDB;Redis;SQL Server;MySQL;PostgreSQL;Amazon DynamoDB;Microsoft Azure (Tables, CosmosDB, SQL, etc);Google Cloud Storage;Elasticsearch",Angular;.NET Core;Node.js;React,Visual Studio;Visual Studio Code,3,Agile;Kanban;Scrum,No,Multiple times per day,343,7,6,2,1,Female,White or of European descent,19," 56,000 "
65313,"Masterâ€™s degree (MA, MS, M.Eng., MBA, etc.)",10,"Computer science, computer engineering, or software engineering",389,6,Extremely satisfied,5,C;C++;C#;Java;JavaScript;PHP;Python;SQL;HTML;CSS;Bash/Shell,MongoDB;Redis;MySQL;PostgreSQL;SQLite;Oracle;Amazon DynamoDB;Apache Hive;Amazon Redshift;Amazon RDS/Aurora;Google BigQuery;Elasticsearch,Angular;Django;React;Cordova;TensorFlow,Emacs;PyCharm,3,Agile;Extreme programming (XP);Formal standard such as ISO 9001 or IEEE 12207 (aka â€œwaterfallâ€ methodologies);Lean;Pair programming;Scrum,Depends on what it is,Multiple times per day,364,7,6,2,0,Male,White or of European descent,24," 65,000 "
74984,"Bachelorâ€™s degree (BA, BS, B.Eng., etc.)",8,"Computer science, computer engineering, or software engineering",879,6,Extremely satisfied,5,CoffeeScript;Java;JavaScript;Perl;PHP;Python;Ruby;SQL;HTML;CSS;Bash/Shell,Redis;MySQL;PostgreSQL;MariaDB;Amazon DynamoDB;Memcached;Amazon RDS/Aurora,NA,Vim,3,Agile;Formal standard such as ISO 9001 or IEEE 12207 (aka â€œwaterfallâ€ methodologies);Pair programming;Scrum,No,Multiple times per day,366,7,6,2,0,Male,White or of European descent,30," 78,000 "
89132,"Bachelorâ€™s degree (BA, BS, B.Eng., etc.)",8,"Computer science, computer engineering, or software engineering",371,9,Extremely satisfied,5,Java;JavaScript;Python;SQL;HTML;CSS,Redis;MySQL,Node.js;React,IntelliJ,3,Agile;Pair programming;Scrum,Depends on what it is,Multiple times per day,455,7,6,0,0,Male,White or of European descent,20," 96,600 "
18751,"Bachelorâ€™s degree (BA, BS, B.Eng., etc.)",8,"Computer science, computer engineering, or software engineering",26,9,Extremely satisfied,5,C#;JavaScript;SQL;HTML;CSS;Bash/Shell,SQL Server,.NET Core,Visual Studio,3,Agile;Kanban;Pair programming;Scrum,No,Multiple times per day,303,7,6,0,2,Male,White or of European descent,26," 143,000 "
25192,Some college/university study without earning a degree,5,"Computer science, computer engineering, or software engineering",48,9,Extremely satisfied,5,C#;F#;JavaScript;PHP;Python;SQL;TypeScript;VB.NET;HTML;CSS,"Redis;SQL Server;MySQL;Microsoft Azure (Tables, CosmosDB, SQL, etc)",Angular;Node.js;Cordova;Xamarin,Notepad++;Visual Studio,3,NA,Depends on what it is,Multiple times per day,332,7,6,0,3,Male,White or of European descent,29," 100,000 "
77651,Some college/university study without earning a degree,5,"A business discipline (ex. accounting, finance, marketing)",19,1,Moderately dissatisfied,1,CoffeeScript;JavaScript;Ruby;SQL;HTML;CSS;Bash/Shell,Redis;MySQL;PostgreSQL;SQLite,Angular,Atom,3,Agile,Depends on what it is,Multiple times per day,417,7,6,0,0,Male,White or of European descent,30," 60,000 "
16035,Some college/university study without earning a degree,5,"Fine arts or performing arts (ex. graphic design, music, studio art)",274,12,Moderately dissatisfied,1,CoffeeScript;JavaScript;PHP;R;SQL;HTML;CSS,MongoDB;MySQL;IBM Db2,Node.js,Eclipse;IntelliJ;Notepad++;PHPStorm;RStudio;Sublime Text,3,Agile;Kanban;Lean;Scrum,No,Multiple times per day,494,7,6,0,0,Male,White or of European descent,40," 82,000 "
84079,"Bachelorâ€™s degree (BA, BS, B.Eng., etc.)",8,"Computer science, computer engineering, or software engineering",10,27,Moderately dissatisfied,1,C;C++;C#;Groovy;Java;Ruby;HTML;Bash/Shell,MongoDB,NA,Eclipse;Sublime Text;Visual Studio,3,Agile;Extreme programming (XP);Pair programming;Scrum,No,Multiple times per day,392,7,6,0,4,Female,White or of European descent,28," 100,000 "
2902,"Bachelorâ€™s degree (BA, BS, B.Eng., etc.)",8,"Information systems, information technology, or system administration",1589,3,Moderately dissatisfied,1,C#;Go;JavaScript;PHP;SQL;HTML;CSS,"SQL Server;MySQL;SQLite;MariaDB;Microsoft Azure (Tables, CosmosDB, SQL, etc)",Angular;.NET Core;Cordova,PHPStorm;Visual Studio;Visual Studio Code,3,Agile;Scrum,No,Multiple times per day,424,7,6,0,3,Male,White or of European descent,41," 82,000 "
25556,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",4,NA,90,9,Moderately dissatisfied,1,Go;Java;JavaScript;PHP;Python;SQL;TypeScript;HTML;CSS;Bash/Shell,MongoDB;Redis;MySQL;Memcached,Node.js;React;Spring,Sublime Text,3,Agile,No,Multiple times per day,456,7,6,0,2,"Male;Non-binary, genderqueer, or gender non-conforming",White or of European descent,30," 65,520 "
93573,"Bachelorâ€™s degree (BA, BS, B.Eng., etc.)",8,"Information systems, information technology, or system administration",14015,1,Moderately satisfied,4,Java;JavaScript;SQL;HTML;CSS,MongoDB;SQL Server;Oracle,NA,IntelliJ,3,Agile;Scrum,No,Multiple times per day,441,7,6,7,2,Male,White or of European descent,29," 130,000 "
21059,"Bachelorâ€™s degree (BA, BS, B.Eng., etc.)",8,"Computer science, computer engineering, or software engineering",478,12,Moderately satisfied,4,Java;JavaScript;Python;SQL;VBA;HTML;CSS;Bash/Shell,MongoDB;SQL Server;MySQL;PostgreSQL;Amazon RDS/Aurora;Elasticsearch,Angular;Node.js;Spring,Android Studio;Eclipse;IntelliJ;NetBeans;PyCharm;Sublime Text,3,Agile;Pair programming;Scrum,No,Multiple times per day,464,7,6,0,5,Female,White or of European descent,25," 120,000 "
60485,"Masterâ€™s degree (MA, MS, M.Eng., MBA, etc.)",10,"Computer science, computer engineering, or software engineering",71,12,Moderately satisfied,4,C#;F#;JavaScript;SQL;TypeScript;VBA;HTML;CSS,SQL Server;MySQL;SQLite,Angular;.NET Core,Visual Studio;Visual Studio Code,3,Agile;Scrum,No,Multiple times per day,419,7,6,2,3,Male,White or of European descent,32," 85,000 "
39244,"Masterâ€™s degree (MA, MS, M.Eng., MBA, etc.)",10,"Computer science, computer engineering, or software engineering",1945,15,Moderately satisfied,4,C++;C#;TypeScript;HTML;CSS,NA,Angular;Node.js,Visual Studio;Visual Studio Code,3,Agile,No,Multiple times per day,359,7,6,2,3,Male,White or of European descent,51," 192,500 "
7259,Associate degree,6,"Computer science, computer engineering, or software engineering",6321,15,Moderately satisfied,4,C#;JavaScript;SQL,"SQL Server;Microsoft Azure (Tables, CosmosDB, SQL, etc)",.NET Core,Visual Studio,3,Agile;Kanban;Scrum,No,Multiple times per day,304,7,6,7,0,Male,White or of European descent,28," 96,000 "
23887,"Bachelorâ€™s degree (BA, BS, B.Eng., etc.)",8,"Computer science, computer engineering, or software engineering",5012,15,Moderately satisfied,4,C#;JavaScript;SQL;TypeScript;VB.NET;HTML;CSS,Redis;SQL Server;SQLite;Oracle,.NET Core;Node.js,Visual Studio;Visual Studio Code,3,Kanban;Pair programming,No,Multiple times per day,358,7,6,0,7,Male,White or of European descent,36," 115,000 "
35424,Associate degree,6,Web development or web design,4,15,Moderately satisfied,4,JavaScript;Perl;PHP;SQL;HTML;CSS;Bash/Shell,MySQL,NA,NetBeans;Notepad++;Vim,3,NA,No,Multiple times per day,352,7,6,0,6,Male,White or of European descent,25," 120,000 "
21618,Associate degree,6,"Fine arts or performing arts (ex. graphic design, music, studio art)",18750,21,Moderately satisfied,4,C#;JavaScript;Objective-C;SQL;HTML;CSS,SQL Server;Oracle,.NET Core,Visual Studio;Visual Studio Code;Xcode,3,Agile;Extreme programming (XP);Formal standard such as ISO 9001 or IEEE 12207 (aka â€œwaterfallâ€ methodologies);Scrum,Depends on what it is,Multiple times per day,486,7,6,0,6,Male,White or of European descent,32," 130,000 "
39241,"Bachelorâ€™s degree (BA, BS, B.Eng., etc.)",8,"Computer science, computer engineering, or software engineering",12002,27,Moderately satisfied,4,C#;F#;Java;JavaScript;PHP;SQL;VBA;Visual Basic 6;HTML;CSS;Bash/Shell,"SQL Server;MySQL;Microsoft Azure (Tables, CosmosDB, SQL, etc)",Angular;.NET Core;Node.js,IntelliJ;Notepad++;Vim;Visual Studio;Visual Studio Code,3,Agile;Extreme programming (XP);Formal standard such as ISO 9001 or IEEE 12207 (aka â€œwaterfallâ€ methodologies);Kanban;Lean;Pair programming;Scrum,No,Multiple times per day,485,7,6,0,2,Male,White or of European descent,19," 69,000 "
98219,"Bachelorâ€™s degree (BA, BS, B.Eng., etc.)",8,"Computer science, computer engineering, or software engineering",13134,30,Moderately satisfied,4,Java;JavaScript;Python;Bash/Shell,Google Cloud Storage;Elasticsearch,NA,Eclipse;Vim,3,Agile;Formal standard such as ISO 9001 or IEEE 12207 (aka â€œwaterfallâ€ methodologies),No,Multiple times per day,383,7,6,2,0,Male,White or of European descent,29," 90,000 "
10047,"Bachelorâ€™s degree (BA, BS, B.Eng., etc.)",8,"Computer science, computer engineering, or software engineering",13,3,Moderately satisfied,4,C#;Java;JavaScript;Objective-C;SQL;Swift;TypeScript;HTML;CSS,SQL Server,NA,Android Studio;IntelliJ;Visual Studio;Xcode,3,Agile;Pair programming,No,Multiple times per day,364,7,6,0,5,Male,White or of European descent,22," 101,000 "
48881,"Bachelorâ€™s degree (BA, BS, B.Eng., etc.)",8,"Computer science, computer engineering, or software engineering",17391,3,Moderately satisfied,4,C#;JavaScript;HTML;CSS,Oracle,Angular,Notepad++;Visual Studio;Visual Studio Code,3,Agile,No,Multiple times per day,399,7,6,2,3,Male,White or of European descent,26," 101,100 "
21119,"Bachelorâ€™s degree (BA, BS, B.Eng., etc.)",8,"Computer science, computer engineering, or software engineering",13254,3,Moderately satisfied,4,CoffeeScript;Java;JavaScript;PHP;Python;SQL;HTML;CSS;Bash/Shell,MySQL;Amazon DynamoDB,Spring,IntelliJ;Visual Studio Code,3,Agile;Kanban;Scrum,Depends on what it is,Multiple times per day,478,7,6,0,1,Male,White or of European descent,30," 108,000 "
45735,Some college/university study without earning a degree,5,"Computer science, computer engineering, or software engineering",352,3,Moderately satisfied,4,Java;JavaScript;Matlab;Objective-C;Python;Ruby;SQL;Swift;TypeScript;HTML;CSS,MongoDB;SQL Server;MySQL,Angular;.NET Core;Node.js;React,Android Studio;Atom;Vim;Visual Studio Code;Xcode,3,Agile;Scrum,No,Multiple times per day,382,7,6,2,2,Male,White or of European descent,26," 60,000 "
24872,"Bachelorâ€™s degree (BA, BS, B.Eng., etc.)",8,NA,98,3,Moderately satisfied,4,C#;JavaScript;PHP;Python;VB.NET;HTML;CSS;Bash/Shell,MySQL;SQLite,Angular,Atom;Notepad++;Visual Studio,3,Formal standard such as ISO 9001 or IEEE 12207 (aka â€œwaterfallâ€ methodologies),No,Multiple times per day,386,7,6,0,4,Male,White or of European descent,40," 93,000 "
76502,"Bachelorâ€™s degree (BA, BS, B.Eng., etc.)",8,"Computer science, computer engineering, or software engineering",45,3,Moderately satisfied,4,JavaScript;Python;Swift;HTML;CSS;Bash/Shell,SQL Server;MySQL;PostgreSQL;Amazon RDS/Aurora,Node.js,Sublime Text;Vim,3,Agile;Pair programming;Scrum,No,Multiple times per day,478,7,6,0,3,Male,White or of European descent,37," 135,000 "
90706,"Bachelorâ€™s degree (BA, BS, B.Eng., etc.)",8,"Another engineering discipline (ex. civil, electrical, mechanical)",5714,3,Moderately satisfied,4,C++;C#;JavaScript;Python;TypeScript;HTML,"MongoDB;SQL Server;Microsoft Azure (Tables, CosmosDB, SQL, etc)",Angular;.NET Core;Node.js,Emacs;Visual Studio;Visual Studio Code,3,Agile,No,Multiple times per day,439,7,6,0,5,Male,White or of European descent,30," 157,000 "
81881,"Bachelorâ€™s degree (BA, BS, B.Eng., etc.)",8,"Computer science, computer engineering, or software engineering",3710,6,Moderately satisfied,4,C;C++;Java;JavaScript;Perl;PHP;Python;SQL;HTML;CSS;Bash/Shell,MariaDB;Neo4j,Django;Node.js;React,Android Studio;IPython / Jupyter;Vim;Visual Studio;Visual Studio Code,3,Agile,Depends on what it is,Multiple times per day,339,7,6,0,0,Male,Hispanic or Latino/Latina,26," 85,000 "
29727,"Bachelorâ€™s degree (BA, BS, B.Eng., etc.)",8,Mathematics or statistics,3145,6,Moderately satisfied,4,Java;Python;Scala;SQL;Bash/Shell,Cassandra;Apache HBase;Apache Hive,Hadoop,IntelliJ;Sublime Text;Vim,3,Agile;Pair programming,Depends on what it is,Multiple times per day,442,7,6,0,4,Male,White or of European descent,29," 105,000 "
83188,"Bachelorâ€™s degree (BA, BS, B.Eng., etc.)",8,"A natural science (ex. biology, chemistry, physics)",4724,6,Moderately satisfied,4,Python;R;Scala;SQL;Bash/Shell,SQL Server;SQLite;MariaDB;Apache Hive,Hadoop;Spark,IPython / Jupyter;Notepad++;Vim,3,Agile;Formal standard such as ISO 9001 or IEEE 12207 (aka â€œwaterfallâ€ methodologies);Scrum,No,Multiple times per day,327,7,6,0,0,Male,White or of European descent,21," 95,000 "
84201,"Bachelorâ€™s degree (BA, BS, B.Eng., etc.)",8,"Computer science, computer engineering, or software engineering",295,6,Moderately satisfied,4,Erlang;Java,Cassandra;PostgreSQL;Amazon DynamoDB;Amazon RDS/Aurora,Spring,Emacs;IntelliJ,3,Agile,No,Multiple times per day,437,7,6,0,4,Male,"Native American, Pacific Islander, or Indigenous Australian;White or of European descent",28," 85,000 "
45968,"Bachelorâ€™s degree (BA, BS, B.Eng., etc.)",8,"Computer science, computer engineering, or software engineering",67,6,Moderately satisfied,4,Java;JavaScript;Objective-C;SQL;HTML;CSS;Bash/Shell,MongoDB;Oracle,Spring,IntelliJ;Sublime Text;Vim;Xcode,3,Agile;Scrum,No,Multiple times per day,383,7,6,0,4,Female,East Asian,22," 70,000 "
5093,"Bachelorâ€™s degree (BA, BS, B.Eng., etc.)",8,"Computer science, computer engineering, or software engineering",34,6,Moderately satisfied,4,C#;Java;JavaScript;Objective-C;Swift;HTML;CSS,SQL Server;MySQL;SQLite,.NET Core;Xamarin,Android Studio;Atom;Visual Studio;Xcode,3,Agile;Formal standard such as ISO 9001 or IEEE 12207 (aka â€œwaterfallâ€ methodologies);Scrum,No,Multiple times per day,344,7,6,0,0,Transgender,East Asian,30," 55,000 "
16012,"Bachelorâ€™s degree (BA, BS, B.Eng., etc.)",8,"Computer science, computer engineering, or software engineering",844,6,Moderately satisfied,4,Java;JavaScript;Python;Scala;Bash/Shell,MySQL;Apache HBase;Memcached,Hadoop;Node.js;React,Vim,3,Agile;Scrum,Depends on what it is,Multiple times per day,440,7,6,2,0,Female,White or of European descent,28," 50,000 "
86299,"Bachelorâ€™s degree (BA, BS, B.Eng., etc.)",8,"Computer science, computer engineering, or software engineering",714,6,Moderately satisfied,4,C;Groovy;Java;Python;Rust,Cassandra;Amazon DynamoDB,Spring,Atom;IntelliJ;PyCharm;Sublime Text;Vim,3,Agile;Formal standard such as ISO 9001 or IEEE 12207 (aka â€œwaterfallâ€ methodologies);Kanban;Pair programming,Depends on what it is,Multiple times per day,360,7,6,4,2,Male,White or of European descent,33," 78,000 "
11344,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",4,NA,10,6,Moderately satisfied,4,C#;JavaScript;SQL;VB.NET;CSS,NA,NA,Visual Studio;Visual Studio Code,3,Agile,NA,Multiple times per day,371,7,6,0,1,Male,White or of European descent,26," 148,000 "
41208,"Bachelorâ€™s degree (BA, BS, B.Eng., etc.)",8,"Computer science, computer engineering, or software engineering",1299,9,Moderately satisfied,4,C#;Java;JavaScript;Python;Ruby;SQL;Swift;HTML;CSS,Redis;SQL Server;MySQL;PostgreSQL;SQLite,.NET Core;Django,Android Studio;IntelliJ;PyCharm;RubyMine;Sublime Text;Vim;Visual Studio;Xcode,3,Agile;Kanban;Scrum,No,Multiple times per day,378,7,6,0,0,Male,White or of European descent,19," 70,000 "
98704,"Bachelorâ€™s degree (BA, BS, B.Eng., etc.)",8,"Computer science, computer engineering, or software engineering",11909,9,Moderately satisfied,4,C++;JavaScript;Objective-C;Python;SQL;Swift;TypeScript;Bash/Shell,NA,Django;Node.js;React,Android Studio;Atom;Vim;Xcode,3,Agile;Evidence-based software engineering;Kanban;Scrum,Depends on what it is,Multiple times per day,496,7,6,0,0,Male,White or of European descent,39," 150,000 "
56458,"Bachelorâ€™s degree (BA, BS, B.Eng., etc.)",8,"Computer science, computer engineering, or software engineering",90,9,Moderately satisfied,4,JavaScript;Ruby,Redis;PostgreSQL;Amazon RDS/Aurora;Elasticsearch,Node.js,RubyMine;Visual Studio Code,3,Agile;Extreme programming (XP);Kanban;Scrum,Depends on what it is,Multiple times per day,401,7,6,2,0,Male,White or of European descent,27," 160,000 "
82759,"Masterâ€™s degree (MA, MS, M.Eng., MBA, etc.)",10,"Another engineering discipline (ex. civil, electrical, mechanical)",849,9,Moderately satisfied,4,C;Java;JavaScript;VBA;HTML;CSS,MongoDB;SQL Server;Oracle;Amazon DynamoDB,Angular;Spark,Android Studio;IntelliJ;Sublime Text,3,Agile,No,Multiple times per day,328,7,6,0,5,Male,Hispanic or Latino/Latina,37," 123,500 "
36594,"Bachelorâ€™s degree (BA, BS, B.Eng., etc.)",8,"Computer science, computer engineering, or software engineering",1,9,Moderately satisfied,4,Java;JavaScript;Objective-C;PHP;SQL;HTML;CSS,MySQL,Angular,Android Studio;IntelliJ;PHPStorm;Sublime Text;Vim;Xcode,3,Pair programming,Depends on what it is,Multiple times per day,419,7,6,0,0,Male,Hispanic or Latino/Latina,41," 125,000 "
28625,"Bachelorâ€™s degree (BA, BS, B.Eng., etc.)",8,"Computer science, computer engineering, or software engineering",25,3,NA,2,Java;JavaScript;PHP;Python;SQL;HTML;CSS,SQL Server;MySQL;SQLite,NA,Android Studio;Sublime Text,3,Agile;Kanban,Depends on what it is,Multiple times per day,376,7,6,2,0,Male,White or of European descent,47," 110,000 "
69098,"Bachelorâ€™s degree (BA, BS, B.Eng., etc.)",8,"Computer science, computer engineering, or software engineering",14,12,Neither satisfied nor dissatisfied,3,Assembly;C#;JavaScript;Objective-C;SQL;TypeScript;HTML;CSS,MongoDB;SQL Server;PostgreSQL,Angular;.NET Core;Node.js;React,Android Studio;Sublime Text;Visual Studio;Visual Studio Code;Xcode,3,Agile;Extreme programming (XP);Pair programming,Depends on what it is,Multiple times per day,419,7,6,0,2,Male,White or of European descent,43," 120,000 "
