Respondent,FormalEducation,EducationAfterEighthGrade,UndergradMajor,CompanySize,YearsCoding,JobSatisfaction,JobSatisfactionNum,LanguageWorkedWith,DatabaseWorkedWith,FrameworkWorkedWith,IDE,NumberMonitors,Methodology,EthicsChoice,StackOverflowVisit,StackOverflowVisit,WakeTime,HoursComputer,SkipMealsWeek,ExerciseWeek,Gender,RaceEthnicity,Age, Salary 
79805,"Bachelorâ€™s degree (BA, BS, B.Eng., etc.)",8,"Fine arts or performing arts (ex. graphic design, music, studio art)",107,3,Slightly satisfied,3,C#;Groovy;JavaScript;PHP;Python;SQL;VBA;VB.NET;Visual Basic 6;HTML;CSS,SQL Server;MariaDB,.NET Core;Node.js,Notepad++;Visual Studio,3,Agile;Scrum,No,Daily or almost daily,349,4,6,0,0,Male,White or of European descent,40,118500
12825,"Bachelorâ€™s degree (BA, BS, B.Eng., etc.)",8,"Information systems, information technology, or system administration",10935,6,Slightly satisfied,3,C;C++;C#;CoffeeScript;Java;JavaScript;Objective-C;Python;SQL;Swift;VB.NET;HTML;CSS,SQL Server;Oracle,Angular;.NET Core,Atom;Emacs;Notepad++;Visual Studio;Visual Studio Code,3,Agile;Extreme programming (XP);Formal standard such as ISO 9001 or IEEE 12207 (aka â€œwaterfallâ€ methodologies);Scrum,Depends on what it is,Daily or almost daily,298,4,6,0,7,Male,White or of European descent,41,120000
68471,"Bachelorâ€™s degree (BA, BS, B.Eng., etc.)",8,"Fine arts or performing arts (ex. graphic design, music, studio art)",469,24,Extremely dissatisfied,0,Go;JavaScript;PHP;Python;TypeScript;HTML;CSS;Bash/Shell,MongoDB;MySQL;PostgreSQL,Angular;Node.js;React,IntelliJ;Visual Studio Code,4,Agile;Kanban;Lean;Pair programming;Scrum,No,Daily or almost daily,284,4,6,0,5,Male,White or of European descent,24,125000
34697,"Bachelorâ€™s degree (BA, BS, B.Eng., etc.)",8,"Computer science, computer engineering, or software engineering",18295,6,Moderately dissatisfied,1,C++;Rust;SQL;TypeScript,SQLite,Node.js;React,Visual Studio;Visual Studio Code,4,Scrum,No,Daily or almost daily,400,4,6,0,3,NA,NA,,104000
52526,"Bachelorâ€™s degree (BA, BS, B.Eng., etc.)",8,"Computer science, computer engineering, or software engineering",10489,9,Extremely satisfied,5,C#;Java,NA,Xamarin,Android Studio;Visual Studio,5,Agile,Depends on what it is,Daily or almost daily,335,4,6,2,5,NA,NA,,125000
73406,Associate degree,6,"Computer science, computer engineering, or software engineering",454,12,Moderately dissatisfied,1,C++;Objective-C,MongoDB;SQL Server;MySQL;PostgreSQL;SQLite;Oracle,NA,NA,2,Agile;Mob programming,No,Less than once per month or monthly,10,4,6,7,2,NA,NA,,24356
41758,"Bachelorâ€™s degree (BA, BS, B.Eng., etc.)",8,"A business discipline (ex. accounting, finance, marketing)",493,6,Slightly dissatisfied,2,C;C++;JavaScript,SQL Server;MySQL;PostgreSQL;SQLite;Oracle,Hadoop,NA,2,Agile;Mob programming,No,Less than once per month or monthly,10,4,6,0,1,Male,White or of European descent,44,115000
6148,"Masterâ€™s degree (MA, MS, M.Eng., MBA, etc.)",10,"Information systems, information technology, or system administration",19594,24,Moderately satisfied,4,C#;TypeScript;HTML;CSS,SQL Server;MySQL,Angular;.NET Core;Node.js,Visual Studio,3,Agile;Extreme programming (XP);Pair programming,No,Less than once per month or monthly,10,4,6,0,7,Male,White or of European descent,45,118993
7062,"Bachelorâ€™s degree (BA, BS, B.Eng., etc.)",8,Mathematics or statistics,14067,1,Extremely satisfied,5,Clojure;JavaScript;SQL;Bash/Shell,PostgreSQL;Elasticsearch,React,Vim,1,Agile;Kanban;Scrum,Depends on what it is,Multiple times per day,460,4,6,0,0,Male,White or of European descent,41,150000
68234,"Bachelorâ€™s degree (BA, BS, B.Eng., etc.)",8,"Computer science, computer engineering, or software engineering",447,6,Extremely satisfied,5,Objective-C;Ruby;SQL,NA,NA,Vim;Xcode,1,Agile,No,Multiple times per day,428,4,6,0,0,Male,White or of European descent,52,118000
54635,"Other doctoral degree (Ph.D, Ed.D., etc.)",14,Mathematics or statistics,96,9,Extremely satisfied,5,JavaScript;Python;SQL;HTML,Redis;PostgreSQL;Apache HBase,Angular,Atom;Emacs;IPython / Jupyter;PyCharm,1,Agile,No,Multiple times per day,421,4,6,,3,Male,White or of European descent,62,145000
48333,"Bachelorâ€™s degree (BA, BS, B.Eng., etc.)",8,"Computer science, computer engineering, or software engineering",265,12,Moderately dissatisfied,1,JavaScript;PHP;Python;SQL;TypeScript;HTML;CSS,PostgreSQL,Django;Node.js;React,Atom;Visual Studio Code,1,NA,Depends on what it is,Multiple times per day,402,4,6,2,5,Male,White or of European descent,44,160000
28301,"Bachelorâ€™s degree (BA, BS, B.Eng., etc.)",8,"A natural science (ex. biology, chemistry, physics)",12,24,Moderately satisfied,4,JavaScript;Objective-C;PHP;SQL;Swift;HTML;CSS;Bash/Shell,Redis;MySQL;Memcached;Amazon RDS/Aurora,Spring,Android Studio;Atom;Xcode,1,Agile,No,Multiple times per day,500,4,6,7,6,Male,White or of European descent,50,180000
75619,"Bachelorâ€™s degree (BA, BS, B.Eng., etc.)",8,"Computer science, computer engineering, or software engineering",440,3,Neither satisfied nor dissatisfied,3,C;C++;C#;Java;SQL;CSS,MongoDB;MySQL;Oracle;Elasticsearch,Angular;.NET Core;Node.js,Android Studio;IntelliJ;PHPStorm;Visual Studio,1,Agile;Kanban;Scrum,Yes,Multiple times per day,482,4,6,0,5,Male,White or of European descent,43,70000
66971,"Masterâ€™s degree (MA, MS, M.Eng., MBA, etc.)",10,"Fine arts or performing arts (ex. graphic design, music, studio art)",18382,3,Extremely satisfied,5,Java;JavaScript;Python;R;SQL;HTML;CSS;Bash/Shell,SQL Server;SQLite,TensorFlow,Atom;Notepad++;RStudio,2,NA,No,Multiple times per day,346,4,6,2,4,Male,White or of European descent,35,83000
64055,"Bachelorâ€™s degree (BA, BS, B.Eng., etc.)",8,Mathematics or statistics,393,1,Moderately satisfied,4,Java;JavaScript;Python;SQL;TypeScript;HTML;CSS;Bash/Shell,MongoDB;Redis;PostgreSQL;Amazon DynamoDB;Google BigQuery,Angular;Node.js;React,Atom;NetBeans;Visual Studio Code,2,Agile;Kanban;Pair programming,Depends on what it is,Multiple times per day,408,4,6,0,3,Male,Hispanic or Latino/Latina;White or of European descent,33,123585
72738,"Other doctoral degree (Ph.D, Ed.D., etc.)",14,"Another engineering discipline (ex. civil, electrical, mechanical)",8227,3,Moderately satisfied,4,C;C++;Julia;Python;Bash/Shell,SQLite,TensorFlow;Torch/PyTorch,Atom;Emacs;IPython / Jupyter;Notepad++;Vim;Visual Studio,2,Agile;Pair programming;Scrum,No,Multiple times per day,443,4,6,2,0,Male,White or of European descent,27,130000
70513,"Bachelorâ€™s degree (BA, BS, B.Eng., etc.)",8,"Computer science, computer engineering, or software engineering",6,3,Moderately satisfied,4,C#;Java;SQL;VB.NET,SQL Server,NA,IntelliJ;Notepad++;Visual Studio,2,NA,No,Multiple times per day,365,4,6,0,1,Male,South Asian,28,36000
55841,"Bachelorâ€™s degree (BA, BS, B.Eng., etc.)",8,"Computer science, computer engineering, or software engineering",460,15,Slightly satisfied,3,C#;JavaScript;SQL;HTML;CSS,"SQL Server;Microsoft Azure (Tables, CosmosDB, SQL, etc)",.NET Core,Visual Studio;Visual Studio Code,2,Agile;Formal standard such as ISO 9001 or IEEE 12207 (aka â€œwaterfallâ€ methodologies);Scrum,No,Multiple times per day,366,4,6,0,2,Male,White or of European descent,19,30000
77584,Some college/university study without earning a degree,5,I never declared a major,20,21,Extremely dissatisfied,0,C#;JavaScript;TypeScript;Kotlin;HTML;CSS,SQL Server;SQLite,.NET Core;Node.js,Notepad++;Sublime Text;Visual Studio;Visual Studio Code,3,Agile;Kanban;Pair programming;Scrum,Depends on what it is,Multiple times per day,315,4,6,4,0,NA,NA,33,55000
51595,"Bachelorâ€™s degree (BA, BS, B.Eng., etc.)",8,"Computer science, computer engineering, or software engineering",1983,3,Extremely satisfied,5,C#;JavaScript;SQL,SQL Server,Node.js;Xamarin,IntelliJ;Notepad++;PyCharm;Visual Studio;Visual Studio Code,3,Agile;Kanban;Scrum,Depends on what it is,Multiple times per day,400,4,6,7,2,Male,White or of European descent,36,145000
88253,Associate degree,6,Web development or web design,10915,3,Extremely satisfied,5,JavaScript;SQL;VBA;HTML;CSS,SQL Server;MySQL;PostgreSQL;Oracle,NA,Sublime Text,3,Agile,No,Multiple times per day,336,4,6,2,1,Male,White or of European descent,38,80000
77294,"Bachelorâ€™s degree (BA, BS, B.Eng., etc.)",8,"A business discipline (ex. accounting, finance, marketing)",974,21,Moderately dissatisfied,1,C#;SQL;TypeScript,SQL Server,Angular;.NET Core;Node.js,Visual Studio;Visual Studio Code,3,Agile;Kanban;Lean;Scrum,No,Multiple times per day,335,4,6,7,0,Male,White or of European descent,44,105000
25702,"Bachelorâ€™s degree (BA, BS, B.Eng., etc.)",8,"Information systems, information technology, or system administration",12227,24,Moderately dissatisfied,1,C#;JavaScript;PHP;SQL;VBA;VB.NET;HTML;CSS,SQL Server;MySQL,.NET Core,Notepad++;Visual Studio,3,Agile,No,Multiple times per day,349,4,6,0,3,Male,White or of European descent,22,53000
88422,"Bachelorâ€™s degree (BA, BS, B.Eng., etc.)",8,"Another engineering discipline (ex. civil, electrical, mechanical)",406,6,Moderately satisfied,4,C#;JavaScript;SQL;TypeScript;HTML;CSS,Cassandra;Redis;SQL Server;PostgreSQL;Elasticsearch,Angular;.NET Core;Node.js,Notepad++;Visual Studio,3,Agile;Kanban;Scrum,No,Multiple times per day,395,4,6,0,5,Male,Hispanic or Latino/Latina;White or of European descent,32,153000
19000,Some college/university study without earning a degree,5,"Another engineering discipline (ex. civil, electrical, mechanical)",275,6,Moderately satisfied,4,JavaScript;Perl;Python;R;SQL;VBA,SQL Server;MySQL;PostgreSQL,Django,Notepad++;PyCharm,3,NA,Yes,Multiple times per day,346,4,6,0,6,Male,White or of European descent,37,110000
100376,Associate degree,6,Web development or web design,2604,6,Slightly satisfied,3,JavaScript;PHP;HTML;CSS,NA,React,Sublime Text,3,Agile,No,Multiple times per day,372,4,6,0,3,Male,White or of European descent,43,130000
94069,Associate degree,6,"A humanities discipline (ex. literature, history, philosophy)",12,18,Extremely satisfied,5,Assembly;C;C++;C#;CoffeeScript;JavaScript;Python;Ocaml;HTML;Bash/Shell,NA,NA,Notepad++;Vim;Visual Studio,4,NA,Depends on what it is,Multiple times per day,313,4,6,7,6,Male,White or of European descent,36,185000
41490,Some college/university study without earning a degree,5,"Computer science, computer engineering, or software engineering",283,21,Moderately satisfied,4,C#;JavaScript;Python;SQL;TypeScript;HTML;CSS;Bash/Shell,Redis;SQL Server;MySQL,Angular;.NET Core;Node.js;React,Atom;Vim;Visual Studio;Visual Studio Code,2,Agile;Kanban;Scrum,Depends on what it is,A few times per month or weekly,16,10,6,7,0,Male,White or of European descent,35,85000
79230,"Masterâ€™s degree (MA, MS, M.Eng., MBA, etc.)",10,Mathematics or statistics,1431,6,Moderately satisfied,4,Python;R,NA,NA,Notepad++;RStudio,2,NA,Yes,A few times per month or weekly,13,10,6,2,1,Male,"Native American, Pacific Islander, or Indigenous Australian;White or of European descent",30,105000
37115,"Bachelorâ€™s degree (BA, BS, B.Eng., etc.)",8,"Computer science, computer engineering, or software engineering",29,6,Slightly dissatisfied,2,CoffeeScript;Java;JavaScript;PHP;Ruby;SQL;HTML;CSS,MySQL;PostgreSQL;Amazon RDS/Aurora;Elasticsearch,Node.js;React,Atom;Sublime Text,2,Agile;Kanban;Scrum,Depends on what it is,A few times per month or weekly,39,10,6,0,3,Male,White or of European descent,44,101500
87257,"Bachelorâ€™s degree (BA, BS, B.Eng., etc.)",8,Mathematics or statistics,11900,24,Slightly satisfied,3,C++;C#;Java;JavaScript;R;SQL,MySQL;PostgreSQL;SQLite;Amazon RDS/Aurora,NA,IntelliJ;Notepad++;RStudio;Visual Studio,2,NA,Yes,A few times per month or weekly,42,10,6,0,0,Male,White or of European descent,26,156000
96699,"Other doctoral degree (Ph.D, Ed.D., etc.)",14,"Computer science, computer engineering, or software engineering",712,30,Extremely satisfied,5,C++;Go;Java;Python,PostgreSQL;Elasticsearch,Angular;Django,Emacs;IPython / Jupyter,4,Agile,No,A few times per month or weekly,17,10,6,2,4,Male,White or of European descent,51,125000
14577,"Masterâ€™s degree (MA, MS, M.Eng., MBA, etc.)",10,"A humanities discipline (ex. literature, history, philosophy)",310,3,Extremely satisfied,5,SQL;VB.NET;HTML;CSS,SQL Server,NA,Eclipse;Sublime Text;Visual Studio,1,NA,No,A few times per week,66,10,6,4,2,Male,East Asian,44,135000
58682,Some college/university study without earning a degree,5,"Computer science, computer engineering, or software engineering",392,6,Extremely satisfied,5,Java;Python;Scala;SQL,MySQL;PostgreSQL;SQLite;MariaDB,NA,IntelliJ;Sublime Text;Vim,2,Agile;Kanban;Pair programming;Scrum,No,A few times per week,102,10,6,0,7,Male,Hispanic or Latino/Latina,35,90000
506,"Bachelorâ€™s degree (BA, BS, B.Eng., etc.)",8,"Information systems, information technology, or system administration",438,6,Moderately dissatisfied,1,Java;Ruby;SQL,Redis;MySQL;Apache HBase;Apache Hive;Memcached,Hadoop;Spark,IntelliJ;Sublime Text;Vim,2,Agile;Pair programming,No,A few times per week,86,10,6,2,3,Male,White or of European descent,54,93000
20975,"Bachelorâ€™s degree (BA, BS, B.Eng., etc.)",8,"Computer science, computer engineering, or software engineering",16,6,Slightly dissatisfied,2,C;Java;JavaScript;Matlab;PHP;Python;Rust;SQL;HTML;CSS;Bash/Shell,MySQL,Node.js,Android Studio;Sublime Text,2,NA,No,A few times per week,65,10,6,0,4,Male,White or of European descent,37,180000
64398,"Bachelorâ€™s degree (BA, BS, B.Eng., etc.)",8,"A social science (ex. anthropology, psychology, political science)",366,15,Extremely dissatisfied,0,JavaScript;PHP;HTML;CSS,MySQL,Node.js;React,Atom;Sublime Text,1,Agile;Scrum,No,Daily or almost daily,345,10,6,0,6,Male,White or of European descent,69,124000
64729,"Bachelorâ€™s degree (BA, BS, B.Eng., etc.)",8,"Fine arts or performing arts (ex. graphic design, music, studio art)",2180,3,Slightly satisfied,3,Erlang;JavaScript;Python;HTML;CSS;Bash/Shell,PostgreSQL;SQLite;Apache Hive,Hadoop;Node.js,Sublime Text;Vim,1,Agile;Kanban;Pair programming;Scrum,Depends on what it is,Daily or almost daily,292,10,6,0,4,Male,White or of European descent,,280000
25546,Some college/university study without earning a degree,5,"Computer science, computer engineering, or software engineering",2,3,Neither satisfied nor dissatisfied,3,JavaScript;SQL;VB.NET;HTML;CSS,SQL Server,Angular;.NET Core;Node.js,Atom;Visual Studio;Visual Studio Code,2,NA,No,Daily or almost daily,381,10,6,0,4,Female,White or of European descent,39,61250
1219,"Bachelorâ€™s degree (BA, BS, B.Eng., etc.)",8,"Computer science, computer engineering, or software engineering",96,6,Extremely satisfied,5,C;C++;JavaScript;Objective-C;PHP;Python;SQL;HTML;CSS;Bash/Shell,MongoDB;SQLite,Angular;Django;React;Cordova,Atom;Emacs;Sublime Text;Xcode,3,Agile;Kanban;Pair programming;Scrum,No,Daily or almost daily,298,10,6,0,0,Male,White or of European descent,33,68000
91441,"Bachelorâ€™s degree (BA, BS, B.Eng., etc.)",8,"Computer science, computer engineering, or software engineering",2726,9,Moderately satisfied,4,C++;Clojure;Python;Bash/Shell,MySQL,Django,Emacs;PyCharm;Vim,3,Agile;Scrum,No,Daily or almost daily,377,10,6,0,3,Male,White or of European descent,36,84000
75294,"Bachelorâ€™s degree (BA, BS, B.Eng., etc.)",8,NA,3323,3,NA,2,Java;JavaScript;Python;Ruby;Swift;HTML;CSS,NA,NA,Atom;Notepad++;Sublime Text,1,NA,Depends on what it is,Less than once per month or monthly,10,10,6,4,0,Male,White or of European descent,27,70000
12974,"Bachelorâ€™s degree (BA, BS, B.Eng., etc.)",8,"Computer science, computer engineering, or software engineering",17720,15,Moderately satisfied,4,C#;JavaScript;TypeScript;HTML;CSS,NA,.NET Core;Node.js;React,Vim;Visual Studio;Visual Studio Code,2,Agile;Formal standard such as ISO 9001 or IEEE 12207 (aka â€œwaterfallâ€ methodologies);Kanban,No,Multiple times per day,372,10,6,7,0,Male,White or of European descent,36,70000
8232,"Bachelorâ€™s degree (BA, BS, B.Eng., etc.)",8,"Computer science, computer engineering, or software engineering",10132,12,Extremely satisfied,5,C++;C#;Python,NA,.NET Core,Notepad++;Visual Studio;Visual Studio Code,3,Agile;Kanban;Pair programming;Scrum,No,Multiple times per day,463,10,6,0,7,Male,"Native American, Pacific Islander, or Indigenous Australian;White or of European descent",30,95502
67343,Some college/university study without earning a degree,5,"Computer science, computer engineering, or software engineering",4,18,Extremely satisfied,5,C#;JavaScript;SQL;HTML;CSS,MongoDB;SQL Server,Angular;.NET Core;Node.js,Notepad++;Visual Studio;Visual Studio Code,3,Kanban,Depends on what it is,Multiple times per day,482,10,6,2,4,Male,White or of European descent,44,147000
45957,"Bachelorâ€™s degree (BA, BS, B.Eng., etc.)",8,"A natural science (ex. biology, chemistry, physics)",9077,18,Extremely dissatisfied,0,Clojure;Go;JavaScript;SQL;HTML;Bash/Shell,Redis;PostgreSQL,Node.js;React,Emacs;IntelliJ,1,Agile;Kanban;Scrum,Yes,A few times per month or weekly,46,5,6,0,0,Male,White or of European descent,28,118000
21303,"Masterâ€™s degree (MA, MS, M.Eng., MBA, etc.)",10,"Computer science, computer engineering, or software engineering",2,30,Extremely dissatisfied,0,Assembly;C;C++;C#;Clojure;Erlang;Java;JavaScript;Matlab;Objective-C;Perl;PHP;Python;R;Ruby;Scala;SQL;VBA;VB.NET;Visual Basic 6;Kotlin;Delphi/Object Pascal;Cobol;HTML;CSS;Bash/Shell,MongoDB;Redis;SQL Server;MySQL;PostgreSQL;MariaDB;Memcached;Neo4j;Elasticsearch,React;Spring,Android Studio;IntelliJ;RubyMine;Vim,1,Agile;Kanban,No,A few times per month or weekly,26,5,6,0,2,Male,White or of European descent,29,110000
18213,"Bachelorâ€™s degree (BA, BS, B.Eng., etc.)",8,"Computer science, computer engineering, or software engineering",17515,15,Extremely satisfied,5,Java;JavaScript;Python;Rust;Scala;SQL;TypeScript,Amazon DynamoDB,Angular;Django;Node.js,Vim,1,Agile;Kanban;Lean,No,A few times per month or weekly,39,5,6,0,6,Male,White or of European descent,40,118000
41095,"Masterâ€™s degree (MA, MS, M.Eng., MBA, etc.)",10,"Computer science, computer engineering, or software engineering",160,18,Extremely satisfied,5,JavaScript;Perl;Python;Ruby;SQL;HTML;CSS;Bash/Shell,Redis;MySQL;SQLite;Amazon DynamoDB;Amazon RDS/Aurora;Google Cloud Storage,Angular;React,Vim,1,Agile;Extreme programming (XP);Mob programming;Pair programming;Scrum,No,A few times per month or weekly,17,5,6,0,1,Female,White or of European descent,50,140000
85497,"Bachelorâ€™s degree (BA, BS, B.Eng., etc.)",8,"Fine arts or performing arts (ex. graphic design, music, studio art)",11086,24,Extremely satisfied,5,JavaScript;PHP;HTML;CSS,MongoDB;Oracle,Node.js,Visual Studio Code,1,Agile;Kanban;Scrum,No,A few times per month or weekly,21,5,6,2,1,Male,White or of European descent,44,180000
80008,"Bachelorâ€™s degree (BA, BS, B.Eng., etc.)",8,"Computer science, computer engineering, or software engineering",18924,21,Moderately dissatisfied,1,C;Java;JavaScript;SQL;Bash/Shell,Oracle,Spring,Eclipse,1,NA,No,A few times per month or weekly,46,5,6,0,7,Female,White or of European descent,36,118000
45771,"Bachelorâ€™s degree (BA, BS, B.Eng., etc.)",8,Mathematics or statistics,16060,9,Moderately dissatisfied,1,R;SQL;CSS,SQL Server;MySQL;PostgreSQL,Hadoop;Spark,Notepad++;RStudio;Sublime Text;Vim,1,Agile,No,A few times per month or weekly,29,5,6,0,0,Male,White or of European descent,64,105000
51452,Some college/university study without earning a degree,5,"Fine arts or performing arts (ex. graphic design, music, studio art)",72,6,Moderately satisfied,4,JavaScript;Ruby;SQL;HTML;CSS;Bash/Shell,PostgreSQL,Node.js;React,Sublime Text;Vim;Visual Studio Code,1,Agile;Kanban;Pair programming;Scrum,No,A few times per month or weekly,12,5,6,2,1,Male,White or of European descent,50,125000
84037,"Professional degree (JD, MD, etc.)",11,"A humanities discipline (ex. literature, history, philosophy)",488,15,Neither satisfied nor dissatisfied,3,C;C++;C#;JavaScript;Objective-C;Python;SQL;Swift;Kotlin;HTML;CSS;Bash/Shell,MySQL;SQLite;Elasticsearch,.NET Core;Node.js;React;Xamarin,TextMate;Visual Studio;Visual Studio Code;Xcode,1,Agile;Kanban;Pair programming;Scrum,No,A few times per month or weekly,49,5,6,4,5,Male,White or of European descent,58,240000
72144,"Bachelorâ€™s degree (BA, BS, B.Eng., etc.)",8,"A humanities discipline (ex. literature, history, philosophy)",13,30,Slightly dissatisfied,2,Assembly;C;C++;C#;Go;Java;JavaScript;Objective-C;Python;SQL;HTML;CSS;Bash/Shell,Redis;PostgreSQL;SQLite;Amazon RDS/Aurora;Google Cloud Storage;Elasticsearch,Node.js;React,Atom;IntelliJ;Sublime Text;Vim;Visual Studio;Visual Studio Code;Xcode,1,Agile;Extreme programming (XP);Formal standard such as ISO 9001 or IEEE 12207 (aka â€œwaterfallâ€ methodologies);Kanban;Pair programming;Scrum,No,A few times per month or weekly,17,5,6,0,0,Male,White or of European descent,50,250000
24378,"Masterâ€™s degree (MA, MS, M.Eng., MBA, etc.)",10,Mathematics or statistics,7795,30,Slightly dissatisfied,2,C;C++;Clojure;JavaScript;Matlab;Perl;Python;R;SQL;VBA;VB.NET;HTML;Bash/Shell,Cassandra;SQL Server;MySQL;PostgreSQL;IBM Db2;Apache Hive,Hadoop;Spark,Atom;Eclipse;IPython / Jupyter;Notepad++;RStudio;Vim,1,Agile,No,A few times per month or weekly,22,5,6,0,2,Male,White or of European descent,47,146000
49719,"Other doctoral degree (Ph.D, Ed.D., etc.)",14,"A natural science (ex. biology, chemistry, physics)",54,24,Slightly satisfied,3,C;C++;Matlab;Python;Bash/Shell,NA,NA,Atom;Notepad++,1,Agile,No,A few times per month or weekly,17,5,6,0,1,Male,White or of European descent,57,80000
53255,"Masterâ€™s degree (MA, MS, M.Eng., MBA, etc.)",10,"Computer science, computer engineering, or software engineering",14925,9,Slightly satisfied,3,Java;JavaScript;HTML;CSS;Bash/Shell,MySQL;Memcached,NA,Eclipse;IntelliJ;Notepad++;Sublime Text;Vim,1,Agile;Kanban;Pair programming;Scrum,No,A few times per month or weekly,45,5,6,0,1,Male,White or of European descent,39,148000
4795,"Masterâ€™s degree (MA, MS, M.Eng., MBA, etc.)",10,"A social science (ex. anthropology, psychology, political science)",11272,3,Extremely dissatisfied,0,CoffeeScript;JavaScript;PHP;SQL;HTML;CSS,MySQL,Angular;Cordova,Android Studio;Xcode,2,NA,No,A few times per month or weekly,43,5,6,7,4,Male,White or of European descent,48,110000
98213,"Bachelorâ€™s degree (BA, BS, B.Eng., etc.)",8,"Computer science, computer engineering, or software engineering",3260,15,Extremely satisfied,5,Java;JavaScript;Python;SQL;TypeScript,NA,NA,IntelliJ;PyCharm,2,Agile;Scrum,No,A few times per month or weekly,17,5,6,7,1,Male,White or of European descent,31,85000
81312,Associate degree,6,"Computer science, computer engineering, or software engineering",17,15,Extremely satisfied,5,JavaScript;PHP;HTML;CSS;Bash/Shell,MongoDB,Angular;Node.js,Vim,2,Agile;Kanban;Lean,No,A few times per month or weekly,37,5,6,2,7,Male,White or of European descent,27,72000
96915,"Bachelorâ€™s degree (BA, BS, B.Eng., etc.)",8,"Computer science, computer engineering, or software engineering",447,15,Extremely satisfied,5,C#;JavaScript;HTML;CSS,"SQL Server;Microsoft Azure (Tables, CosmosDB, SQL, etc);Elasticsearch",.NET Core,Visual Studio,2,Agile;Kanban;Lean;Scrum,No,A few times per month or weekly,40,5,6,4,1,Male,South Asian,30,150000
77125,"Bachelorâ€™s degree (BA, BS, B.Eng., etc.)",8,"Computer science, computer engineering, or software engineering",19,18,Extremely satisfied,5,C#;JavaScript;SQL,"Redis;SQL Server;Microsoft Azure (Tables, CosmosDB, SQL, etc);Google Cloud Storage",Angular,Visual Studio;Visual Studio Code,2,Agile;Kanban;Lean;Scrum,No,A few times per month or weekly,47,5,6,2,7,Female,White or of European descent,32,46000
91660,Associate degree,6,"Computer science, computer engineering, or software engineering",8945,18,Extremely satisfied,5,C#;SQL;TypeScript;HTML,SQL Server,Angular;React,Notepad++;Visual Studio;Visual Studio Code,2,Agile;Scrum,No,A few times per month or weekly,34,5,6,0,0,Male,White or of European descent,26,70000
19604,Associate degree,6,"Fine arts or performing arts (ex. graphic design, music, studio art)",10793,21,Extremely satisfied,5,Java;JavaScript;Kotlin;HTML;CSS;Bash/Shell,MongoDB;Neo4j,Node.js;React;Spring,IntelliJ;Visual Studio Code,2,Agile;Extreme programming (XP);Mob programming;Pair programming;Scrum,No,A few times per month or weekly,20,5,6,0,5,Male,White or of European descent,26,125000
10058,Associate degree,6,"Information systems, information technology, or system administration",1462,30,Extremely satisfied,5,SQL;VBA;Bash/Shell,SQL Server;Oracle,NA,Notepad++;Visual Studio Code,2,Agile,No,A few times per month or weekly,27,5,6,0,6,Female,White or of European descent,32,78000
45868,"Bachelorâ€™s degree (BA, BS, B.Eng., etc.)",8,"Computer science, computer engineering, or software engineering",382,30,Extremely satisfied,5,Go;Bash/Shell,NA,NA,Vim;Visual Studio Code,2,Agile;Kanban;Pair programming,No,A few times per month or weekly,15,5,6,0,4,Male,White or of European descent,43,72000
62963,Some college/university study without earning a degree,5,"Computer science, computer engineering, or software engineering",7688,30,Extremely satisfied,5,C;Java,NA,NA,Atom;Eclipse;IntelliJ;Vim,2,Agile;Extreme programming (XP);Pair programming;Scrum,No,A few times per month or weekly,27,5,6,0,6,Male,White or of European descent,23,75000
28657,"Bachelorâ€™s degree (BA, BS, B.Eng., etc.)",8,"Computer science, computer engineering, or software engineering",16930,3,Extremely satisfied,5,C++;Matlab;Perl;Bash/Shell,NA,NA,Eclipse;Visual Studio,2,Agile;Scrum,Depends on what it is,A few times per month or weekly,46,5,6,0,0,Male,White or of European descent,22,55000
56635,Some college/university study without earning a degree,5,"A social science (ex. anthropology, psychology, political science)",354,6,Extremely satisfied,5,Perl;Python;SQL;Bash/Shell,PostgreSQL,Django,IPython / Jupyter;Sublime Text;Vim,2,Formal standard such as ISO 9001 or IEEE 12207 (aka â€œwaterfallâ€ methodologies),No,A few times per month or weekly,18,5,6,7,6,Male,White or of European descent,30,62400
22930,"Bachelorâ€™s degree (BA, BS, B.Eng., etc.)",8,"Computer science, computer engineering, or software engineering",154,15,Moderately dissatisfied,1,CoffeeScript;JavaScript;Ruby;SQL;HTML;CSS,Redis;MySQL;PostgreSQL,NA,Atom,2,Agile;Formal standard such as ISO 9001 or IEEE 12207 (aka â€œwaterfallâ€ methodologies),No,A few times per month or weekly,47,5,6,2,0,Male,White or of European descent,51,94000
24355,"Bachelorâ€™s degree (BA, BS, B.Eng., etc.)",8,"Fine arts or performing arts (ex. graphic design, music, studio art)",15840,21,Moderately dissatisfied,1,Java;JavaScript;Perl;Ruby;TypeScript;Kotlin;HTML;CSS,Redis;Amazon DynamoDB,NA,Vim,2,Agile;Kanban;Pair programming;Scrum,No,A few times per month or weekly,26,5,6,0,3,Male,White or of European descent,60,133000
35523,"Bachelorâ€™s degree (BA, BS, B.Eng., etc.)",8,"A humanities discipline (ex. literature, history, philosophy)",14618,30,Moderately dissatisfied,1,C;JavaScript;Perl;PHP;Python;SQL;HTML;CSS;Bash/Shell,SQL Server;MySQL,Django,Emacs;PyCharm,2,Kanban,Depends on what it is,A few times per month or weekly,40,5,6,0,0,Male,White or of European descent,53,212000
